Id,Date,Ts Code,Amount,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,r5
827,9/26/2018,600036.SH,2270642.277,0.83,30.45,30.99,29.41,29.75,2.8022,29.62,749317.99,0.507673731,2.22E-08,7.62,,16.97,5.8,
828,9/25/2018,600036.SH,1567282.266,-0.68,29.62,30.09,29.32,29.83,-2.2442,30.3,527381.86,0.213289931,0.001947551,7.54,,16.46,5.16,
829,9/24/2018,600036.SH,,,,,,,,,,,0.325397835,,,,,
830,9/23/2018,600036.SH,,,,,,,,,,,0.296257238,,,,,
831,9/22/2018,600036.SH,,,,,,,,,,0.443564003,0.263861814,,,,,
832,9/21/2018,600036.SH,2295785.053,1.79,30.3,30.3,28.45,28.7,6.2785,28.51,778372.95,0.423809039,0.227352316,7.66,,16.63,5.16,
833,9/20/2018,600036.SH,818977.671,0.11,28.51,28.85,28.37,28.58,0.3873,28.4,286582.73,0.508714478,0.044603452,7.84,,16.51,5.48,
834,9/19/2018,600036.SH,1227422.967,0.22,28.4,28.65,27.96,28.16,0.7807,28.18,432734.86,0.603889163,0.017675482,8.39,,16.35,5.35,
835,9/18/2018,600036.SH,1112244.774,0.73,28.18,28.25,27.38,27.45,2.6594,27.45,399372.29,0.519209963,0.195858023,8.53,,16.14,4.86,
836,9/17/2018,600036.SH,446801.683,-0.43,27.45,27.8,27.37,27.73,-1.5423,27.88,162202.19,0.469608097,0.174268054,8.22,,15.81,4.42,
837,9/16/2018,600036.SH,,,,,,,,,,0.414355568,0.153936524,,,,,
838,9/15/2018,600036.SH,,,,,,,,,,0.665906315,0.135615642,,,,,
839,9/14/2018,600036.SH,488249.006,0.12,27.88,27.99,27.68,27.99,0.4323,27.76,175460.04,0.584596779,0.120326196,8.41,,16.27,4.51,
840,9/13/2018,600036.SH,847633.415,0.36,27.76,28.02,27.29,27.94,1.3139,27.4,306764.78,0.468874705,0.132946653,8.35,,17.8,4.64,
841,9/12/2018,600036.SH,626631.245,0,27.4,27.6,27.01,27.22,0,27.4,229876.13,0.384909069,0.000138041,8.1,,17.39,4.65,
842,9/11/2018,600036.SH,923390.421,-0.5,27.4,28.1,27.14,27.95,-1.7921,27.9,334693.3,0.399054387,0.999999999,8.21,,17.45,4.61,
843,9/10/2018,600036.SH,739029.722,-0.27,27.9,28.3,27.78,27.96,-0.9585,28.17,263784.71,0.424613926,0.011274702,7.89,,17.56,4.62,
844,9/9/2018,600036.SH,,,,,,,,,,0.64692559,4.96E-05,,,,,
845,9/8/2018,600036.SH,,,,,,,,,,0.519005802,0.999999993,,,,,
846,9/7/2018,600036.SH,1111287.76,0.67,28.17,28.2,27.6,27.65,2.4364,27.5,397195.87,0.540143054,0.963893689,7.84,,17.39,4.62,
847,9/6/2018,600036.SH,679321.762,-0.19,27.5,27.85,27.43,27.7,-0.6862,27.69,245919.32,0.551590333,0.495892671,7.71,,17.68,4.52,
848,9/5/2018,600036.SH,1008629.733,-0.95,27.69,28.48,27.68,28.35,-3.317,28.64,359403.14,0.370605581,0.999738745,7.88,,17.75,4.6,
849,9/4/2018,600036.SH,931947.242,0.5,28.64,28.75,27.93,28.18,1.7768,28.14,328223.55,0.54204699,0.5784749,7.98,,18.72,4.48,
850,9/3/2018,600036.SH,734063.563,-0.15,28.14,28.44,27.96,28.32,-0.5302,28.29,260701.01,0.610930136,0.615991689,8.8,,18.2,4.3,
851,9/2/2018,600036.SH,,,,,,,,,,0.166945713,9.15E-05,,,,,
852,9/1/2018,600036.SH,,,,,,,,,,0.485209071,0.609013866,,,,,
853,8/31/2018,600036.SH,1309258.982,0.15,28.29,28.75,27.98,28.01,0.533,28.14,460881.48,0.512998715,0.549867228,7.99,,18.3,4.57,
