Date,Unnamed: 0,Id,Ts Code,Amount_x,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,Ret,PE,PB,PS,Turnover,CirculatedMarketValue,ChangeRatio,Liquidility,MA_5,MA_7,MA_21,20sd,upper_band,lower_band,RSI,EMA_12,EMA_26,MACD,Signal_Line,W%R,K,D,J,up_move,down_move,plus_dm,minus_dm,TR,plus_di,minus_di,DX,ADX,ADXR,momentum
4/22/2019,461,619,601398.SH,1604367.134,-0.15,5.83,6,5.81,5.99,-2.5084,5.98,2731242.5,0.44120048,0.999999922,8.62,91.82,1.37,15.26,4.507719,6.980235,0.88612,2.696061,0.00101,2.08E+12,-0.02508,5.00E-06,5.906,5.934285714,5.828610801,0.090224076,6.009058953,5.64816265,50.65789474,5.868736228,5.80283579,0.065900438,0.067658856,-65.78947368,34.21052632,44.73684211,13.15789474,0.07,0.055,0.07,0,0.19,17.73700306,32.41590214,29.26829268,17.85978383,26.81126501,4.83
4/23/2019,462,618,601398.SH,1064237.189,-0.02,5.81,5.85,5.79,5.84,-0.3431,5.83,1831041.12,0.380942319,0.494917636,8.61,9.8,1.17,14.4,4.523236,6.956289,0.88308,2.686812,0.00068,2.07E+12,-0.00343,5.00E-06,5.88,5.907142857,5.835753658,0.084608447,6.004970553,5.666536763,52.02702703,5.859699885,5.803366472,0.056333413,0.065393767,-71.05263158,28.94736842,38.15789474,10.52631579,-0.15,0.02,0,0.02,0.06,17.73700306,32.41590214,29.26829268,18.86454463,24.45934863,4.81
4/24/2019,463,617,601398.SH,1213023.884,-0.02,5.81,5.84,5.74,5.82,0,5.81,2091668.08,0.475743527,0.403664735,8.76,92,1.28,14.56,4.523236,6.956289,0.88308,2.686812,0.00078,2.07E+12,0,5.00E-06,5.846,5.878571429,5.840991754,0.084608447,6.010208648,5.671774859,54.22535211,5.852053749,5.803857845,0.048195904,0.061954195,-71.05263158,28.94736842,30.70175439,25.43859649,-0.01,0.05,0,0.05,0.1,17.62917933,31.61094225,28.39506173,20.82196738,22.97345798,4.81
4/25/2019,464,616,601398.SH,1300357.961,-0.08,5.73,5.8,5.71,5.79,-1.3769,5.81,2259720.35,0.553055777,0.432068006,8.14,89.4,9.87,13.97,4.586387,6.860506,0.870921,2.649816,0.00084,2.04E+12,-0.01377,5.00E-06,5.815,5.848571429,5.83718223,0.088048973,6.013280177,5.661084283,50,5.833276249,5.798386893,0.034889356,0.056541227,-92.10526316,7.894736842,21.92982456,-20.1754386,-0.04,0.03,0,0.03,0.09,17.52265861,32.62839879,30.12048193,22.90263443,21.52305707,4.73
4/26/2019,465,615,601398.SH,1053851.685,-0.02,5.71,5.76,5.7,5.71,-0.349,5.73,1840006.08,0.28136183,0.278978607,7.9,86.21,9.73,13.93,4.602452,6.83656,0.867881,2.640567,0.00068,2.04E+12,-0.00349,5.00E-06,5.778,5.81,5.832420325,0.092519227,6.017458779,5.647381871,48.73417722,5.814310672,5.791839716,0.022470957,0.049727173,-97.36842105,2.631578947,13.15789474,-18.42105263,-0.04,0.01,0,0.01,0.06,17.31343284,32.23880597,30.12048193,23.93625135,21.15501957,4.71
4/27/2019,466,614,601398.SH,1263073.486,0.005,5.765,5.82,5.71,5.76,0.09965,5.76,2189625.02,0.363172079,0.525807158,7.83,88.475,9.7,13.44,4.5587105,6.902411,0.876241,2.6660015,0.000815,2.05E+12,0.000995,5.00E-06,5.765,5.792857143,5.830138734,0.09369042,6.017519573,5.642757895,49.68944099,5.806724415,5.789851589,0.016872826,0.043156303,-82.89473684,17.10526316,9.210526316,32.89473684,0.06,0.01,0.06,0,0.11,13.69047619,32.14285714,40.25974026,25.99523919,20.82449019,4.765
4/28/2019,467,613,601398.SH,1062473.845,-0.005,5.76,5.795,5.72,5.755,-0.0883,5.765,1845231.465,0.463715702,0.006762595,7.79,87.355,9.645,13.605,4.562844,6.8964245,0.8754805,2.6636895,0.000685,2.05E+12,-0.000885,5.00E-06,5.755,5.773571429,5.827619048,0.095012465,6.017643977,5.637594119,42.65734266,5.799536044,5.78764036,0.011895684,0.03690418,-84.21052632,15.78947368,11.84210526,23.68421053,-0.025,0.01,0,0.01,0.075,14.4200627,32.60188088,38.66666667,28.62792368,21.17072962,4.76
4/29/2019,468,612,601398.SH,1225789.011,0.09,5.8,5.84,5.71,5.73,1.5762,5.71,2119529.69,0.392745628,0.17837416,7.52,87.55,9.53,12.91,4.531034,6.944316,0.881561,2.682187,0.00079,2.07E+12,0.01576,5.00E-06,5.753,5.769285714,5.826666667,0.094584966,6.015836599,5.637496735,49.28571429,5.799607421,5.788555889,0.011051533,0.03173365,-73.68421053,26.31578947,19.73684211,39.47368421,0.045,0.01,0.045,0,0.13,17.24137931,27.89968652,23.61111111,29.82877707,20.93272539,4.8
4/30/2019,469,611,601398.SH,1071096.005,0.01,5.81,5.83,5.74,5.8,0.1724,5.8,1850456.85,0.514944756,0.999997881,7.68,88.5,9.56,13.28,4.523236,6.956289,0.88308,2.686812,0.00069,2.07E+12,0.00172,5.00E-06,5.769,5.769285714,5.828095238,0.092883628,6.013862495,5.642327981,31.73076923,5.80120628,5.790144342,0.011061938,0.027599308,-71.05263158,28.94736842,23.68421053,39.47368421,-0.01,0.03,0,0.03,0.09,12.45551601,33.80782918,46.15384615,32.12784383,21.54636409,4.81
5/1/2019,470,610,601398.SH,1071096.005,0.01,5.81,5.83,5.74,5.8,0.1724,5.8,1850456.85,0.833290352,0.602487636,7.68,88.5,9.56,13.28,4.523236,6.956289,0.88308,2.686812,0.00069,2.07E+12,0.00172,5.00E-06,5.789,5.769285714,5.830952381,0.08993565,6.01082368,5.651081082,30.39215686,5.80255916,5.791615131,0.010944029,0.024268252,-66.66666667,33.33333333,29.53216374,40.93567251,0,0,0,0,0.09,12.72727273,19.27272727,20.45454545,33.06359687,21.19562538,4.81
5/2/2019,471,609,601398.SH,1819997.224,-0.017486612,5.738478798,5.806439529,5.686606182,5.78692738,-0.770955191,5.808672078,3526048.589,0.708382009,0.659272673,7.539423655,87.9807732,9.045092326,12.45808651,4.581999253,6.874658901,0.873781407,2.663608305,0.001133947,2.05E+12,-0.014348242,5.47E-06,5.78369576,5.770496971,5.831356133,0.089428239,6.010212612,5.652499654,30.3017743,5.792700643,5.787679106,0.005021536,0.020418909,-84.20414335,15.79585665,26.02551947,-4.663468981,-0.023560471,0.053393818,0,0.053393818,0.119833347,12.54630171,20.67586203,24.47029154,32.91975377,21.87872467,4.738478798
5/3/2019,472,608,601398.SH,1990092.438,-0.079133055,5.738433591,5.803192128,5.659409011,5.754574512,-1.003790537,5.809552327,3758993.921,0.707738566,0.707948005,7.254990128,87.23224658,8.929278717,12.44073103,4.58522846,6.852459185,0.871927465,2.65889374,0.001406229,2.04E+12,-0.014573226,6.26E-06,5.779382478,5.774558913,5.831757733,0.090928236,6.013614204,5.649901261,24.3868091,5.784351865,5.78403129,0.000320575,0.016399242,-77.77655174,22.22344826,23.78421275,19.10191929,-0.003247401,0.02719717,0,0.02719717,0.143783116,11.915977,20.80808681,27.17299984,32.90559553,22.82061752,4.738433591
5/4/2019,473,607,601398.SH,2071855.539,-0.081458194,5.731290651,5.803154922,5.576254433,5.712953038,-1.293019233,5.809961805,3879157.244,0.707738566,0.676337714,7.182735416,86.51068567,8.912122321,12.43091522,4.590026501,6.851758856,0.869868859,2.650954628,0.001429285,2.04E+12,-0.014586583,6.31E-06,5.765640608,5.769743291,5.82991443,0.093474278,6.016862987,5.642965874,29.97060153,5.776188602,5.780124576,-0.003935975,0.012332199,-63.41289918,36.58710082,24.86880191,60.02369864,-3.72E-05,0.083154578,0,0.083154578,0.226900489,11.28655832,20.55737386,29.11328756,31.68548939,23.30063536,4.731290651
5/5/2019,474,606,601398.SH,1471129.627,-0.069566527,5.699216795,5.756596064,5.644704506,5.727287256,-1.026395269,5.764776163,2719660.03,0.494420638,0.999999995,7.122495064,85.68112329,8.944639358,12.72036552,4.61416923,6.814577092,0.866104233,2.63816937,0.001013114,2.03E+12,-0.012531613,7.63E-06,5.743483967,5.761059977,5.822019992,0.097789873,6.017599737,5.626440247,25.87588614,5.764346785,5.774131407,-0.009784622,0.007908835,-70.98202985,29.01797015,29.27617308,28.50156428,-0.046558858,0.068450072,0,0.068450072,0.111891558,10.955244,23.9259799,37.18543802,31.01860983,23.87707594,4.699216795
5/6/2019,475,605,601398.SH,2231092.909,-0.09,5.72,5.8,5.56,5.69,-1.5491,5.81,3942109.1,0.47395499,0.56786131,6.91,82.1,8.91,12.41,4.594406,6.848533,0.869401,2.645191,0.00146,2.04E+12,-0.01549,7.00E-06,5.725483967,5.749631405,5.817734278,0.090856185,5.999446647,5.636021908,34.78840993,5.757524203,5.770121674,-0.012597471,0.003807573,-44.82758621,55.17241379,40.25916159,84.9989182,0.043403936,0.084704506,0,0.084704506,0.24,6.373646813,28.34149161,63.28030305,33.44803914,25.65391148,4.72
5/7/2019,476,604,601398.SH,952166.816,-0.06,5.66,5.71,5.63,5.7,-1.049,5.72,1680326.14,0.515344563,0.003506122,6.99,84.13,8.96,13,4.64311,6.776695,0.860281,2.617445,0.00062,2.02E+12,-0.01049,9.00E-06,5.709788207,5.728202834,5.801543802,0.083430328,5.968404458,5.634683145,31.32313902,5.742520479,5.761964513,-0.019444033,-0.000842748,-64.28571429,35.71428571,39.96822322,27.20641071,-0.09,0.07,0,0.07,0.08,6.29719708,31.0002103,66.23252112,36.08834117,27.4764429,4.66
5/8/2019,477,603,601398.SH,759565.823,-0.07,5.59,5.64,5.57,5.6,-1.2367,5.66,1355874.56,0.544290104,0.999982891,7.69,84,8.77,12.81,4.701252,6.692884,0.849642,2.585074,0.0005,1.99E+12,-0.01237,1.10E-05,5.680101489,5.696774262,5.781543802,0.087181441,5.955906683,5.60718092,26.67348695,5.71905579,5.749226401,-0.03017061,-0.00670832,-89.28571429,10.71428571,33.86699507,-35.591133,-0.07,0.06,0,0.06,0.07,6.412572022,32.17890596,66.7669011,38.82918684,29.82557711,4.59
5/9/2019,478,602,601398.SH,927332.814,-0.07,5.52,5.58,5.5,5.57,-1.2522,5.59,1676489.52,0.438319087,1,7.92,79.39,8.7,12.82,4.76087,6.609073,0.839002,2.552702,0.00062,1.97E+12,-0.01252,1.20E-05,5.637843359,5.665563005,5.761543802,0.090484887,5.942513576,5.580574028,27.2513775,5.688431823,5.732246667,-0.043814845,-0.014129625,-94.11764706,5.882352941,17.43697479,-17.22689076,-0.06,0.07,0,0.07,0.08,6.451975602,34.8345324,68.74535574,41.5881064,32.24537041,4.52
5/10/2019,479,601,601398.SH,1208207.525,0.09,5.61,5.66,5.5,5.54,1.6304,5.52,2165359.05,0.544958098,0.486675964,8.3,8.1,8.96,13.62,4.684492,6.71683,0.852682,2.594322,0.0008,2.00E+12,0.0163,1.20E-05,5.62,5.647215349,5.743924754,0.089882402,5.923689557,5.564159951,40.59383755,5.676365388,5.723191358,-0.04682597,-0.020668894,-67.64705882,32.35294118,16.31652661,64.42577031,0.08,0,0.08,0,0.16,10.70968442,32.23905298,50.12805933,43.01721907,33.47673521,4.61
5/11/2019,480,600,601398.SH,786660.928,-0.07,5.53,5.575,5.515,5.56,-1.25,5.6,1420398.13,0.567790132,0.465024256,7.87,79.245,8.775,13.06,4.752276,6.621046,0.840522,2.5573265,0.000525,1.97E+12,-0.0125,1.25E-05,5.582,5.618459542,5.727019992,0.093083904,5.9131878,5.540852184,28.8884133,5.653847636,5.708880887,-0.055033251,-0.027541766,-91.17647059,8.823529412,15.68627451,-4.901960784,-0.085,0.015,0,0.015,0.06,7.451971256,34.09426751,64.12685491,44.72201297,35.35862608,4.53
5/12/2019,481,599,601398.SH,949087.24,0.035,5.565,5.61,5.5,5.525,0.6347,5.53,1707052.265,0.471115809,0.451978627,7.91,43.39,8.89,13.66,4.722681,6.6629515,0.845842,2.573512,0.00063,1.98E+12,0.006345,1.20E-05,5.563,5.599285714,5.711305706,0.095231166,5.901768039,5.520843374,33.3778412,5.640178769,5.698223044,-0.058044275,-0.033642267,-80.88235294,19.11764706,20.09803922,17.15686275,0.035,0.015,0.035,0,0.11,9.343564872,32.81344033,55.6725397,45.93671819,37.28232094,4.565
5/13/2019,482,598,601398.SH,645989.042,-0.07,5.54,5.57,5.53,5.55,-1.2478,5.61,1164306.74,0.492288621,0.443397561,7.82,79.1,8.85,13.3,4.743682,6.633019,0.842042,2.561951,0.00043,1.97E+12,-0.01248,1.30E-05,5.553,5.573571429,5.697496183,0.098693001,5.894882185,5.50011018,27.25548634,5.624766651,5.686502818,-0.061736168,-0.039261047,-87.87878788,12.12121212,13.35412953,9.655377302,-0.04,0.03,0,0.03,0.04,7.08822712,36.48280572,67.46358001,49.06903739,39.44890723,4.54
5/14/2019,483,597,601398.SH,689966.955,-0.02,5.52,5.56,5.5,5.51,-0.361,5.54,1248745.48,0.488907039,0.891472419,7.52,78.68,8.82,13.7,4.76087,6.609073,0.839002,2.552702,0.00046,1.97E+12,-0.00361,1.20E-05,5.553,5.553571429,5.683686659,0.101682177,5.887051013,5.480322305,25.06733578,5.608648705,5.674169276,-0.065520572,-0.044512952,-93.93939394,6.060606061,12.43315508,-6.684491979,-0.01,0.03,0,0.03,0.06,7.221764973,37.17011941,67.46358001,50.59116124,41.35950254,4.52
5/15/2019,484,596,601398.SH,896828.177,0.05,5.57,5.59,5.51,5.54,0.9058,5.52,1615658.26,0.459323079,0.66677478,7.93,8,8.99,13.85,4.718133,6.668938,0.846602,2.575825,0.0006,1.99E+12,0.00906,1.20E-05,5.545,5.550714286,5.672258087,0.103599623,5.879457333,5.465058842,30.9996228,5.60270275,5.666453034,-0.063750284,-0.048360419,-77.15699397,22.84300603,13.6749414,41.17913527,0.03,0.01,0.03,0,0.08,9.16324698,37.40501526,60.64595697,53.46197635,43.26278661,4.57
5/16/2019,485,595,601398.SH,861855.987,0.02,5.59,5.61,5.53,5.54,0.3591,5.57,1546208.32,0.398132566,0.001408144,8.2,8,9.1,14.16,4.701252,6.692884,0.849642,2.585074,0.00057,1.99E+12,0.00359,1.10E-05,5.557,5.560714286,5.665591421,0.104592893,5.874777207,5.456405635,37.20110118,5.600748481,5.660789846,-0.060041365,-0.050696608,-70.31585195,29.68414805,19.52925338,49.99393738,0.02,0.02,0,0,0.08,9.399866112,34.90956806,57.57171677,55.82636387,44.37305882,4.59
5/17/2019,486,594,601398.SH,889465.004,-0.02,5.57,5.61,5.54,5.6,-0.3578,5.59,1594083.38,0.416546473,0.335114004,7.62,9.72773712,8.72,13.38,4.718133,6.668938,0.846602,2.575825,0.00059,1.99E+12,-0.00358,1.00E-05,5.558,5.555,5.658924754,0.103705613,5.86633598,5.451513528,35.96386743,5.596017945,5.654064672,-0.058046727,-0.052166632,-76.90949581,23.09050419,25.20588609,18.85974039,0,0.01,0,0.01,0.07,9.872057812,35.49237329,56.47665992,57.91948244,45.41253899,4.57
5/18/2019,487,593,601398.SH,1107976.043,0.03,5.6,5.63,5.54,5.55,0.5386,5.57,1980391.92,0.489556862,0.373704852,7.92,33.71050741,8.865,13.905,4.692872,6.704857,0.851162,2.589698,0.000735,2.00E+12,0.005385,1.05E-05,5.57,5.565,5.651067611,0.101208733,5.853485078,5.448650145,39.46061148,5.596630569,5.650059882,-0.053429313,-0.052419168,-66.66666667,33.33333333,28.70266186,42.59467629,0.02,0,0.02,0,0.09,12.38839596,32.89716609,45.28765726,59.07479456,45.38014198,4.6
5/19/2019,488,592,601398.SH,883767.335,0.005,5.605,5.635,5.57,5.605,0.0885,5.6,1576030.08,0.489556862,0.391911169,7.64,48.5399278,8.725,13.615,4.6888535,6.7108435,0.851922,2.5920105,0.000585,2.00E+12,0.000885,1.00E-05,5.587,5.570714286,5.643686659,0.094739777,5.833166214,5.454207104,42.09303026,5.597918174,5.646722113,-0.048803939,-0.051696122,-65,35,30.47461251,44.05077499,0.005,0.03,0,0.03,0.065,12.84046693,31.105409,41.56235754,59.38743167,45.20302075,4.605
5/20/2019,489,591,601398.SH,1354096.098,0.04,5.61,5.65,5.55,5.56,0.7181,5.57,2414575.52,0.390905114,0.000421953,7.64,62.15447629,8.63,13.65,4.684492,6.71683,0.852682,2.594322,0.0009,2.00E+12,0.00718,1.00E-05,5.595,5.580714286,5.63463904,0.085497085,5.80563321,5.463644869,40.51724138,5.599776916,5.644001956,-0.04422504,-0.050201906,-47.61904762,52.38095238,40.23809524,76.66666667,0.015,0.02,0,0.02,0.1,14.41048035,29.25764192,34,57.29598146,45.3720103,4.61
5/21/2019,490,590,601398.SH,878069.666,0.03,5.64,5.66,5.6,5.61,0.5348,5.61,1557976.78,0.460953751,0.372801175,7.66,65.02534189,8.73,13.85,4.659574,6.752749,0.857242,2.608196,0.00058,2.01E+12,0.00535,1.00E-05,5.605,5.597857143,5.626543802,0.073890537,5.774324875,5.478762728,48.18181818,5.605965083,5.643705515,-0.037740432,-0.047709611,-12.5,87.5,58.29365079,145.9126984,0.01,0.05,0,0.05,0.06,14.66666667,28,31.25,54.79722995,45.44278556,4.64
5/22/2019,491,589,601398.SH,681037.705,0.01,5.65,5.66,5.59,5.64,0.1773,5.64,1208877.09,0.492345862,0.60094004,7.4,69.07662371,8.66,13.91,4.651327,6.764722,0.858762,2.61282,0.00045,2.01E+12,0.00177,9.00E-06,5.621,5.609285714,5.618924754,0.068726209,5.756377172,5.481472337,56.12244898,5.612739686,5.644171773,-0.031432087,-0.044454106,-6.25,93.75,77.87698413,125.4960317,0,0.01,0,0.01,0.07,14.66666667,23.55555556,23.25581395,51.68929515,45.25924099,4.65
5/23/2019,492,588,601398.SH,1051733.274,0.01,5.65,5.66,5.62,5.65,0.1773,5.65,1865486,0.511730774,0.270904835,7.2,71.89566778,8.8,13.56,4.651327,6.764722,0.858762,2.61282,0.00069,2.01E+12,0,8.00E-06,5.631,5.617857143,5.614711478,0.06281869,5.740348858,5.489074098,65.47619048,5.618472042,5.644603494,-0.026131452,-0.040789575,-6.25,93.75,91.66666667,97.91666667,0,0.03,0,0.03,0.04,15.20737327,20.73732719,15.38461538,47.8778137,44.73296005,4.65
5/24/2019,493,587,601398.SH,796791.416,0.05,5.7,5.72,5.64,5.65,0.885,5.65,1400200.56,0.511979829,0.605249938,7.17,74.79061686,8.78,12.88,4.610526,6.824587,0.866361,2.635943,0.00052,2.03E+12,0.00885,9.00E-06,5.65,5.636428571,5.612881307,0.059923155,5.732727618,5.493034996,61.84210526,5.631014805,5.648706939,-0.017692134,-0.036170087,-9.090909091,90.90909091,92.8030303,87.12121212,0.06,0.02,0.06,0,0.08,14.4278607,22.3880597,21.62162162,45.84163958,44.42942932,4.7
5/25/2019,494,586,601398.SH,1029199.125,-0.025,5.65,5.675,5.62,5.665,-0.4386,5.675,1823270.695,0.637392441,0.50114907,7.245,75.31932217,8.885,13.71,4.651327,6.764722,0.858762,2.61282,0.000675,2.01E+12,-0.004385,8.50E-06,5.658,5.643571429,5.609010324,0.056867806,5.722745936,5.495274711,67.14285714,5.633935604,5.648802721,-0.014867117,-0.031909493,-31.81818182,68.18181818,84.28030303,35.98484848,-0.045,0.02,0,0.02,0.055,14.5,23,22.66666667,42.88019756,43.80110526,4.65
5/26/2019,495,585,601398.SH,933696.1465,0.035,5.685,5.7,5.63,5.655,0.6195,5.65,1646641.375,0.539968076,0.258559249,7.215,78.64557637,8.835,13.305,4.6227235,6.8066275,0.864081,2.629006,0.00061,2.03E+12,0.006195,8.50E-06,5.667,5.655,5.608333333,0.053569311,5.715471955,5.501194712,67.14285714,5.641791665,5.651484001,-0.009692336,-0.027466062,-15.90909091,84.09090909,81.06060606,90.15151515,0.025,0.01,0.025,0,0.07,14.0625,23.95833333,26.02739726,40.76268738,43.34970279,4.685
5/27/2019,496,584,601398.SH,1006664.975,-0.05,5.65,5.69,5.62,5.68,-0.8772,5.7,1781055.39,0.433247617,3.92E-06,7.29,78.7669602,8.97,13.86,4.651327,6.764722,0.858762,2.61282,0.00066,2.01E+12,-0.00877,9.00E-06,5.667,5.660714286,5.605,0.053050993,5.711101987,5.498898013,65.27777778,5.643054486,5.651374075,-0.008319589,-0.023636767,-31.81818182,68.18181818,73.48484848,57.57575758,-0.01,0.01,0,0.01,0.07,13.63636364,21.21212121,21.73913043,37.49665527,43.28284633,4.65
5/28/2019,497,583,601398.SH,1070600.877,0.02,5.67,5.68,5.62,5.66,0.354,5.65,1893082.19,0.584182069,0.25882384,7.26,78.57278819,8.89,13.73,4.634921,6.788668,0.861801,2.622069,0.0007,2.02E+12,0.00354,8.00E-06,5.671,5.665,5.60547619,0.055056789,5.715589768,5.495362613,70.83333333,5.647199949,5.652753773,-0.005553824,-0.020020178,-23.80952381,76.19047619,76.15440115,76.26262626,-0.01,0,0,0,0.06,13.63636364,18.18181818,14.28571429,33.69823629,42.14469877,4.67
5/29/2019,498,582,601398.SH,657781.033,-0.02,5.65,5.67,5.62,5.64,-0.3527,5.67,1165485.99,0.449732422,0.001642993,7.21,78.93,8.9,13.83,4.651327,6.764722,0.858762,2.61282,0.00043,2.01E+12,-0.00353,8.00E-06,5.661,5.665,5.608333333,0.051922893,5.71217912,5.504487547,62.12121212,5.647630726,5.65254979,-0.004919063,-0.016999955,-36.84210526,63.15789474,69.1767297,51.1202248,-0.01,0,0,0,0.05,10.9375,18.75,26.31578947,31.24608147,42.35402891,4.65
5/30/2019,499,581,601398.SH,680596.423,0.02,5.67,5.67,5.62,5.65,0.354,5.65,1205652.81,0.400753284,0.289482475,7.22,78.5,9.5,13.74,4.634921,6.788668,0.861801,2.622069,0.00045,2.02E+12,0.00354,8.00E-06,5.665,5.667857143,5.61547619,0.053466049,5.722408289,5.508544092,62.12121212,5.651072153,5.653842398,-0.002770245,-0.014154013,-27.77777778,72.22222222,70.52353105,75.61960457,0,0,0,0,0.05,11.29032258,19.35483871,26.31578947,29.01351523,42.41993955,4.67
5/31/2019,500,580,601398.SH,837910.267,-0.06,5.61,5.66,5.6,5.65,-1.0582,5.67,1488230.56,0.400753284,0.001402901,7.1,77.69,9.2,14.3,4.684492,6.71683,0.852682,2.594322,0.00055,2.00E+12,-0.01058,8.00E-06,5.65,5.655,5.61547619,0.049563224,5.714602638,5.516349743,55.40540541,5.64475336,5.650594813,-0.005841453,-0.012491501,-61.11111111,38.88888889,58.08966862,0.487329435,-0.01,0.02,0,0.02,0.06,11.41304348,20.65217391,28.81355932,27.03757948,42.47853096,4.61
6/1/2019,501,579,601398.SH,869983.0055,0.055,5.685,5.685,5.62,5.635,0.97915,5.63,1537777.42,0.941524942,0.999999367,7.05,78.61,9.175,13.695,4.6227235,6.8066275,0.864081,2.629006,0.00057,2.03E+12,0.00979,1.15E-05,5.657,5.66,5.622857143,0.049849114,5.722555372,5.523158914,60.24096386,5.650945151,5.653143345,-0.002198194,-0.01043284,-20.58823529,79.41176471,63.50762527,111.2200436,0.025,0.02,0.025,0,0.065,12.29050279,21.22905028,26.66666667,25.70750872,42.39115164,4.685
6/2/2019,502,578,601398.SH,888612.1005,-0.015,5.67,5.7,5.64,5.675,-0.26595,5.685,1566073.125,0.469298447,0.24754225,6.905,78.145,9.09,13.95,4.6354395,6.788668,0.8618015,2.622069,0.00058,2.02E+12,-0.00266,9.00E-06,5.657,5.657857143,5.627857143,0.046438273,5.720733688,5.534980598,57.64705882,5.653876666,5.654391986,-0.00051532,-0.008449336,-29.41176471,70.58823529,62.96296296,85.83877996,0.015,0.02,0,0.02,0.06,12.35955056,20.2247191,24.13793103,24.46290683,41.92516925,4.67
6/3/2019,503,577,601398.SH,1059369.588,0.09,5.7,5.7,5.62,5.62,1.6043,5.61,1869902.03,0.483229258,0.012873056,6.88,78.72,8.85,13.65,4.610526,6.824587,0.866361,2.635943,0.00069,2.03E+12,0.01604,1.50E-05,5.667,5.665,5.63547619,0.040616143,5.716708476,5.554243905,60,5.660972564,5.657770358,0.003202206,-0.006119028,-15.38461538,84.61538462,78.20512821,97.43589744,0,0.02,0,0.02,0.08,12.64367816,20.68965517,24.13793103,23.75847333,40.52722739,4.7
6/4/2019,504,576,601398.SH,939313.934,0.03,5.73,5.74,5.68,5.7,0.5263,5.7,1643915.69,0.515513522,0.236649447,6.71,78.6,8.98,13.6,4.586387,6.860506,0.870921,2.649816,0.00061,2.04E+12,0.00526,1.00E-05,5.679,5.673571429,5.64547619,0.041589314,5.728654819,5.562297562,60,5.671592169,5.663120702,0.008471468,-0.003200928,-6.666666667,93.33333333,82.84565108,114.3086978,0.04,0.06,0,0.06,0.06,12.64367816,21.83908046,26.66666667,23.43109238,39.11416116,4.73
6/5/2019,505,575,601398.SH,987984.988,0.03,5.76,5.82,5.74,5.74,0.5236,5.73,1707521.19,0.567295414,0.23842783,6.73,74.51,8.9,13.1,4.5625,6.896424,0.875481,2.663689,0.00063,2.05E+12,0.00524,9.00E-06,5.709,5.689285714,5.65452381,0.045982691,5.746489192,5.562558427,61.70212766,5.685193374,5.670296946,0.014896428,0.000418543,-27.27272727,72.72727273,83.55866356,51.06449106,0.08,0.06,0.08,0,0.08,21.59090909,20.45454545,2.702702703,21.963013,36.82615408,4.76
6/6/2019,506,574,601398.SH,887887.833,-0.03,5.73,5.79,5.73,5.78,-0.5208,5.76,1543094.02,0.462861099,0.696779902,6.47,74.34,8.9,12.73,4.586387,6.860506,0.870921,2.649816,0.00057,2.04E+12,-0.00521,8.00E-06,5.718,5.697857143,5.661190476,0.043777999,5.748746473,5.573634479,58,5.692086701,5.674719394,0.017367307,0.003808296,-40.90909091,59.09090909,75.05050505,27.17171717,-0.03,0.01,0,0.01,0.06,21.11111111,17.77777778,8.571428571,21.4763568,34.67708525,4.73
6/7/2019,507,573,601398.SH,887887.833,-0.03,5.73,5.79,5.73,5.78,-0.5208,5.76,1543094.02,0.506751987,0.161210766,6.47,74.34,8.9,12.73,4.586387,6.860506,0.870921,2.649816,0.00057,2.04E+12,-0.00521,8.00E-06,5.73,5.715,5.668809524,0.043148306,5.755106136,5.582512912,53.33333333,5.697919516,5.678814254,0.019105262,0.006867689,-40.90909091,59.09090909,63.63636364,50,0,0,0,0,0.06,14.77272727,18.18181818,10.34482759,20.67087151,33.25625554,4.73
6/8/2019,508,572,601398.SH,998841.014,0.019788435,5.730589135,5.800138706,5.732053565,5.758127274,-0.163736511,5.744462119,1707169.867,0.513061308,0.1393125,6.614976151,74.82077678,8.830060128,12.7626286,4.550393922,6.87132573,0.878131019,2.651046688,0.000640778,2.04E+12,0.003810144,8.00E-06,5.736117827,5.721512734,5.675028054,0.041968667,5.758965387,5.591090721,60.05882686,5.702945612,5.68264943,0.020296181,0.009553387,-40.64130226,59.35869774,59.18017197,59.71574928,0.010138706,0.002053565,0.010138706,0,0.069549571,15.66584013,15.65033449,0.049513197,19.05536055,30.96777905,4.730589135
6/9/2019,509,571,601398.SH,998841.014,0.019788435,5.730589135,5.800138706,5.732053565,5.758127274,-0.163736511,5.744462119,1707169.867,0.513061308,0.184165685,6.614976151,74.82077678,8.830060128,12.7626286,4.550393922,6.87132573,0.878131019,2.651046688,0.000640778,2.04E+12,0.003810144,8.00E-06,5.736235654,5.730168324,5.681008489,0.040231467,5.761471422,5.600545556,56.23502324,5.707198461,5.68620052,0.020997942,0.011842298,-40.64130226,59.35869774,59.26943486,59.53722351,0,0,0,0,0.069549571,12.87762177,15.65821882,9.744226894,17.89227695,29.32748217,4.730589135
